ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,6.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,29.6
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,28.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,28.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,26.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,24.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,24.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,25.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,25.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,23.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,22.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,22.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,23.1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,11
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,7
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,7
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,5
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,4
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,2
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,2
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,15
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,12
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,14
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,12
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,15
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,14.3
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,21.3
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,17
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,11.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,14.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,14.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,14.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,10.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,12.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,10.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,9.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,9.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,8.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,8.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,6.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,7.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2022,6
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,14
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.3
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,19.7
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,17
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,15.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,15.3
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,17.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,14.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,11.9
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,9.8
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,11.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,8.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,8.9
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,9.6
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,12
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,9.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,22.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,24
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,21.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,26.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,25.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,24.1
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,17.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,23.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,28
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,20.7
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,15.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,13.5
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,17.8
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,16.8
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.5
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,7.7
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,27.1
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,29.2
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,31.4
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,28.2
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,31
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1902
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1872
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1758
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1776
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1793
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1655
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1517
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1310
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1171
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1065
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,892
Japan,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,845
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,22.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,21.7
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,22.9
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,22.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.3
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,18.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,19.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,18.4
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,21.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,18.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,16.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,17.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,9.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,8.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,7.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,6.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,5.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,4.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,4.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,3.4
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,2.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,1.8
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,1.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,0.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2022,2.5
Australia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.9
Australia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,13.7
Australia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,13.4
Australia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,12.9
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1400
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1374
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1342
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1277
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1216
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1222
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1167
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1115
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1061
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1004
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1004
United States,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,967
Belgium,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.2
Belgium,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,11.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,16.9
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,14.4
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,14.6
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,14.3
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,13
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,11.3
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,16
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,16.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.8
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,15.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,12.2
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,17.2
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,15.2
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,9.5
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,9.5
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,31.4
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,32
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,32.3
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,32.6
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,32.6
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,37
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,35.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,26
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.1
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,21.3
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,17.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,17.9
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,15.9
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,24.8
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,21.9
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,23.2
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,25.3
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,21.3
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,21.7
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,27.3
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.9
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1641
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1755
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1754
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1636
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1520
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1637
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1521
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1404
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1521
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1521
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1521
Hungary,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1521
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,2.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,2.2
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,2.1
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,2.1
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,2.1
Croatia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,16.4
Croatia,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,17.4
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,17.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,11.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,20.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,12.1
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,11.3
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,16
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,11
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,5
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,32.4
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,34.1
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,30.1
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,30.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,29.4
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,29
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,27.1
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.1
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,15
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14.5
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,14.6
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,14.7
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,13.6
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,14.6
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,14.9
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,13.2
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,12.6
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,12.5
Korea,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,23.9
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,23
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,22.1
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,19.8
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,25.8
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,25.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.3
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,20.3
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,19.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,19.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,17.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,16.1
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,16.6
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,15.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,14.5
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,12.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,19.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,16.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,17.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,16.6
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,14.5
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,15
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,16.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,13.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,13.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,11.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,14.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,12.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,12.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,13
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,11
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,9.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,8.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,7.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,6.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,6.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,26.6
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,24.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,25.8
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,26
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,24.2
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,22.9
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,20.7
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,22
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,23
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,10.5
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,10
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,12.9
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,11.1
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,10.2
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,6.8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,7.7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,12.4
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,9.1
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,7.7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,10.2
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,10.7
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,11.4
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,10.8
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,9
