ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,13.1
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,11.4
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11.9
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,17.1
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,15.3
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,11.8
Slovenia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,16
Slovenia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,15.6
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,12.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,10.6
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,4.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,3.5
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,6.4
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,4.1
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,5
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,5.9
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,4.2
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,5.5
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,5.6
Brazil,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,5.4
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,18.2
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,13
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,13.6
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,13.1
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,12.8
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,10.7
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,11.9
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11.2
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.9
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10.4
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,10.1
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,10.4
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,9.5
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,9.7
Hungary,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,25.8
Hungary,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.9
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,19.3
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,15.5
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,15.4
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,12.7
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,12.3
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,10.7
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,13.1
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,13.3
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,14.9
India,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,3.2
India,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,2.1
India,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,1.6
India,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,1.5
India,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,1.4
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,10.3
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,10.1
Lithuania,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,33.9
Lithuania,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,29.9
Hungary,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,31.6
Hungary,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,27.7
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,14.4
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,13.7
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,13
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,12.3
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,11.7
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.5
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,9.5
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.9
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,8.4
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,7.8
Costa Rica,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,6.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,29.6
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,28.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,28.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,26.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,24.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,24.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,25.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,25.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,23.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,22.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,22.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,23.1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,11
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,7
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,7
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,5
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,4
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,2
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,2
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,17
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,15
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,12
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,14
Ireland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,12
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,15
Romania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,14.3
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,21.3
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,17
Germany,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,11.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,14.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,14.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,14.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,10.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,12.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,10.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,9.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,9.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,8.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,8.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,6.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,7.5
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2022,6
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,14
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.3
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,19.7
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,17
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,15.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,15.3
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,17.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,14.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,11.9
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,9.8
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,11.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,8.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,8.9
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,9.6
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,12
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,9.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,22.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,24
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,21.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,26.4
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,25.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,24.1
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,17.2
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,23.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,28
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,20.7
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,15.9
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,13.5
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,17.8
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,16.8
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.5
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,7.7
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,27.1
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,29.2
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,31.4
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,28.2
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,31
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,22.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,21.7
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,22.9
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,22.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.3
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,18.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,19.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,18.4
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,21.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,18.1
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,16.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,17.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,9.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,8.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,7.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,6.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,5.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,4.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,4.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,3.4
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,2.6
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,1.8
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,1.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,0.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2022,2.5
Belgium,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.2
Belgium,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,11.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,16.9
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,14.4
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,14.6
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,14.3
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,13
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,11.3
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,16
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,16.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.8
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,15.1
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,12.2
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,17.2
Luxembourg,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,15.2
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,9.5
Poland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,9.5
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,31.4
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,32
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,32.3
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,32.6
Indonesia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,32.6
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,37
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,35.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,26
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.1
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,21.3
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,17.2
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,17.9
Estonia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,15.9
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,24.8
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,21.9
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,23.2
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,25.3
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,21.3
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,21.7
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,27.3
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.9
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,2.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,2.2
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,2.1
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,2.1
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,2.1
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,17.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,11.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,20.5
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,12.1
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,11.3
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,16
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,11
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,5
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,32.4
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,34.1
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,32.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,30.1
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,30.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,29.4
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,29
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,27.1
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,23.9
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,23
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,22.1
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,19.8
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,26.2
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,25.8
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,25.4
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.3
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,20.3
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,19.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,19.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,17.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,16.1
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,16.6
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,15.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,14.5
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,12.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,19.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,18.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,16.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,17.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,16.6
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,14.5
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,15
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,16.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,13.8
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,13.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,11.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,14.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,12.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,12.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,13
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,11
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,9.7
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.1
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,8.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,7.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,6.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,6.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,26.6
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,24.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,25.8
